seed,plan_cost,naive_plan_cost,exec_us,rows,lineage,query
590,544,544,150,2,implementation 0 ImplementTable: 1; implementation 1 ImplementFilter: 1; implementation 3 ImplementProjection: 1,"SELECT books.id AS c8304
FROM books
WHERE ((books.price >= 77 OR books.id != 1) OR books.id > 1);"
591,2620,4452,252,0,transformation 0 JoinCommutativity: 2; transformation 5 FilterPushdownThroughJoin: 4; transformation 11 OuterJoinToInner: 1; implementation 0 ImplementTable: 3; implementation 1 ImplementFilter: 1; implementation 3 ImplementProjection: 1; implementation 7 ImplementMergeJoin: 2; enforcer 0 SortEnforcer: 4,"SELECT markets.region, markets.note, regions.id AS c1044
FROM regions RIGHT JOIN markets ON regions.id = markets.id RIGHT JOIN books ON regions.id = books.id
WHERE markets.id = 45;"
592,2676,2676,167,16,implementation 0 ImplementTable: 1; implementation 1 ImplementFilter: 1; implementation 3 ImplementProjection: 1,"SELECT users.id, users.age
FROM users
WHERE users.id != 12;"
593,1306015,2250610,2076,5000,transformation 0 JoinCommutativity: 1; implementation 0 ImplementTable: 2; implementation 3 ImplementProjection: 1; implementation 7 ImplementMergeJoin: 1; enforcer 0 SortEnforcer: 2,"SELECT orders.id AS c6161
FROM orders FULL JOIN departments ON orders.id = departments.id;"
594,1963,1963,148,1,implementation 0 ImplementTable: 1; implementation 1 ImplementFilter: 1; implementation 3 ImplementProjection: 1; implementation 8 ImplementAggregation: 1; enforcer 0 SortEnforcer: 1,"SELECT users.id, SUM(users.age)
FROM users
WHERE users.age = 18
GROUP BY users.id;"
595,1308995,6452074,2266,5001,transformation 0 JoinCommutativity: 1; implementation 0 ImplementTable: 2; implementation 3 ImplementProjection: 1; implementation 7 ImplementMergeJoin: 1; enforcer 0 SortEnforcer: 2,"SELECT users.age, orders.customer_id AS c5702
FROM orders FULL JOIN users ON orders.id = users.id;"
596,68894,225744,283,4,transformation 11 OuterJoinToInner: 2; implementation 0 ImplementTable: 2; implementation 1 ImplementFilter: 1; implementation 3 ImplementProjection: 1; implementation 6 ImplementHashJoin: 1,"SELECT customers.id, departments.id
FROM departments LEFT JOIN customers ON departments.id = customers.id
WHERE customers.region_id < 10;"
597,1425,1425,450,5,implementation 0 ImplementTable: 1; implementation 3 ImplementProjection: 1; implementation 8 ImplementAggregation: 1; enforcer 0 SortEnforcer: 1,"SELECT t0.id, COUNT(*)
FROM departments AS t0
GROUP BY t0.id;"
598,5219,5219,206,16,implementation 0 ImplementTable: 1; implementation 3 ImplementProjection: 1; implementation 8 ImplementAggregation: 1; enforcer 0 SortEnforcer: 1,"SELECT users.age AS c5631, users.id, COUNT(users.id)
FROM users
GROUP BY users.age, users.id;"
599,9921,24850,440,6,transformation 0 JoinCommutativity: 1; implementation 0 ImplementTable: 3; implementation 3 ImplementProjection: 1; implementation 5 ImplementCrossJoin: 1; implementation 7 ImplementMergeJoin: 1; implementation 8 ImplementAggregation: 1; enforcer 0 SortEnforcer: 3,"SELECT departments.id AS c5260, COUNT(books.id) AS c2969, SUM(departments.id)
FROM books CROSS JOIN departments RIGHT JOIN users ON books.id = users.id
GROUP BY departments.id;"
600,27106700,27106700,26255,85000,implementation 0 ImplementTable: 2; implementation 3 ImplementProjection: 1; implementation 5 ImplementCrossJoin: 1; enforcer 0 SortEnforcer: 1,"SELECT users.age, orders.id
FROM orders CROSS JOIN users
ORDER BY orders.id ASC, users.age ASC;"
601,366,366,119,3,implementation 0 ImplementTable: 1; implementation 3 ImplementProjection: 1,"SELECT t0.price
FROM books AS t0;"
602,4771,9075,244,16,transformation 0 JoinCommutativity: 1; implementation 0 ImplementTable: 2; implementation 3 ImplementProjection: 1; implementation 7 ImplementMergeJoin: 1; implementation 8 ImplementAggregation: 1; enforcer 0 SortEnforcer: 3,"SELECT users.id, COUNT(*), SUM(departments.id)
FROM departments FULL JOIN users ON departments.id = users.id
GROUP BY users.id
ORDER BY users.id ASC;"
603,698250,698250,2540,4964,transformation 6 InToOrChain: 1; implementation 0 ImplementTable: 1; implementation 1 ImplementFilter: 1; implementation 3 ImplementProjection: 1,"SELECT orders.customer_id, orders.id AS c3643
FROM orders
WHERE ((orders.id >= 36 OR orders.customer_id IN (32, 70, 315)) AND orders.id != 113);"
604,1342,1342,210,11,implementation 0 ImplementTable: 1; implementation 3 ImplementProjection: 1,"SELECT employees.department_id AS c8290, employees.id
FROM employees;"
605,1610,1610,165,1,implementation 0 ImplementTable: 1; implementation 1 ImplementFilter: 1; implementation 3 ImplementProjection: 1,"SELECT regions.id
FROM regions
WHERE regions.id <= 1;"
606,1306757,1552138,3197,4809,implementation 0 ImplementTable: 3; implementation 1 ImplementFilter: 1; implementation 3 ImplementProjection: 1; implementation 7 ImplementMergeJoin: 2; enforcer 0 SortEnforcer: 4,"SELECT orders.id AS c7144, books.id, orders.customer_id
FROM books FULL JOIN departments ON books.id = departments.id RIGHT JOIN orders ON books.id = orders.id
WHERE (orders.id IS NULL OR (books.price = 55 OR orders.id >= 193))
ORDER BY orders.id DESC, orders.customer_id DESC;"
607,120050,410630,1115,3,transformation 0 JoinCommutativity: 1; implementation 0 ImplementTable: 3; implementation 3 ImplementProjection: 1; implementation 5 ImplementCrossJoin: 1; implementation 7 ImplementMergeJoin: 1; implementation 8 ImplementAggregation: 1; enforcer 0 SortEnforcer: 3,"SELECT t2.id, COUNT(t2.price)
FROM customers AS t0 LEFT JOIN regions AS t1 ON t0.id = t1.id CROSS JOIN books AS t2
GROUP BY t2.id
ORDER BY t2.id ASC;"
608,2030,2030,146,7,implementation 0 ImplementTable: 1; implementation 1 ImplementFilter: 1; implementation 3 ImplementProjection: 1; enforcer 0 SortEnforcer: 1,"SELECT employees.department_id
FROM employees
WHERE ((employees.department_id >= 6 AND employees.department_id > 34) OR employees.id < 22)
ORDER BY employees.department_id ASC;"
609,421490,421730,839,1500,transformation 0 JoinCommutativity: 1; implementation 0 ImplementTable: 3; implementation 3 ImplementProjection: 1; implementation 5 ImplementCrossJoin: 1; implementation 7 ImplementMergeJoin: 1; enforcer 0 SortEnforcer: 3,"SELECT markets.note, books.id AS c2320, customers.region_id AS c7927
FROM markets RIGHT JOIN books ON markets.id = books.id CROSS JOIN customers
ORDER BY books.id ASC, customers.region_id DESC, markets.note DESC;"
610,2192,5122,171,0,transformation 0 JoinCommutativity: 1; transformation 5 FilterPushdownThroughJoin: 2; transformation 9 FilterLiftThroughJoin: 2; transformation 11 OuterJoinToInner: 1; implementation 0 ImplementTable: 2; implementation 1 ImplementFilter: 2; implementation 3 ImplementProjection: 1; implementation 6 ImplementHashJoin: 1,"SELECT regions.id, departments.id
FROM regions LEFT JOIN departments ON regions.id = departments.id
WHERE (regions.id < 5 AND departments.id = 97);"
611,1421966,7100219,2935,11,implementation 0 ImplementTable: 3; implementation 3 ImplementProjection: 1; implementation 7 ImplementMergeJoin: 2; implementation 8 ImplementAggregation: 1; enforcer 0 SortEnforcer: 4,"SELECT customers.region_id AS c888
FROM orders FULL JOIN users ON orders.id = users.id LEFT JOIN customers ON orders.id = customers.id
GROUP BY customers.region_id;"
612,1342,1342,147,11,implementation 0 ImplementTable: 1; implementation 3 ImplementProjection: 1,"SELECT employees.id
FROM employees;"
613,2585,5110,191,10,transformation 0 JoinCommutativity: 1; implementation 0 ImplementTable: 2; implementation 3 ImplementProjection: 1; implementation 7 ImplementMergeJoin: 1; enforcer 0 SortEnforcer: 2,"SELECT t1.id
FROM departments AS t0 FULL JOIN regions AS t1 ON t0.id = t1.id;"
614,2257,3832,231,3,transformation 0 JoinCommutativity: 1; transformation 5 FilterPushdownThroughJoin: 2; implementation 0 ImplementTable: 2; implementation 1 ImplementFilter: 1; implementation 3 ImplementProjection: 1; implementation 6 ImplementHashJoin: 1,"SELECT markets.id, markets.region
FROM employees JOIN markets ON employees.id = markets.id
WHERE markets.note != 'EUROPE';"
615,2960,2960,162,10,implementation 0 ImplementTable: 1; implementation 3 ImplementProjection: 1; implementation 8 ImplementAggregation: 1; enforcer 0 SortEnforcer: 1,"SELECT t0.id
FROM regions AS t0
GROUP BY t0.id;"
616,3290,3290,164,3,transformation 6 InToOrChain: 1; implementation 0 ImplementTable: 1; implementation 1 ImplementFilter: 1; implementation 3 ImplementProjection: 1; implementation 8 ImplementAggregation: 1; enforcer 0 SortEnforcer: 2,"SELECT users.age, users.id
FROM users
WHERE users.id IN (3, 8, 11)
GROUP BY users.age, users.id
ORDER BY users.age DESC;"
617,6476,20350,243,6,implementation 0 ImplementTable: 3; implementation 3 ImplementProjection: 1; implementation 7 ImplementMergeJoin: 2; enforcer 0 SortEnforcer: 3,"SELECT t0.age
FROM users AS t0 JOIN employees AS t1 ON t0.id = t1.id FULL JOIN departments AS t2 ON t0.id = t2.id;"
618,2378,5713,275,4,transformation 5 FilterPushdownThroughJoin: 2; implementation 0 ImplementTable: 2; implementation 1 ImplementFilter: 1; implementation 3 ImplementProjection: 1; implementation 6 ImplementHashJoin: 1; implementation 8 ImplementAggregation: 1; enforcer 0 SortEnforcer: 1,"SELECT t1.id
FROM departments AS t0 JOIN employees AS t1 ON t0.id = t1.id
WHERE t0.id BETWEEN 2 AND 95
GROUP BY t1.id;"
619,935433,1705433,1969,1,transformation 0 JoinCommutativity: 2; transformation 5 FilterPushdownThroughJoin: 4; implementation 0 ImplementTable: 3; implementation 1 ImplementFilter: 1; implementation 3 ImplementProjection: 1; implementation 4 ImplementJoin: 2; enforcer 0 SortEnforcer: 1,"SELECT customers.id AS c7618, orders.customer_id
FROM books LEFT JOIN orders ON books.id = orders.id LEFT JOIN customers ON books.id = customers.id
WHERE books.id < 2
ORDER BY customers.id ASC;"
620,1660,1660,147,10,implementation 0 ImplementTable: 1; implementation 3 ImplementProjection: 1; enforcer 0 SortEnforcer: 1,"SELECT regions.id AS c894
FROM regions
ORDER BY regions.id DESC;"
621,1307580,4001660,3319,5000,transformation 0 JoinCommutativity: 1; implementation 0 ImplementTable: 2; implementation 3 ImplementProjection: 1; implementation 7 ImplementMergeJoin: 1; enforcer 0 SortEnforcer: 3,"SELECT regions.id, orders.customer_id AS c8455
FROM orders LEFT JOIN regions ON orders.id = regions.id
ORDER BY regions.id ASC;"
622,2658,3948,185,3,transformation 6 InToOrChain: 1; transformation 7 FilterToJoinPredicate: 1; implementation 0 ImplementTable: 2; implementation 3 ImplementProjection: 1; implementation 6 ImplementHashJoin: 1; implementation 8 ImplementAggregation: 1; enforcer 0 SortEnforcer: 1,"SELECT books.id, books.price AS c9301, COUNT(books.price)
FROM books JOIN regions ON books.id = regions.id
WHERE (regions.id NOT IN (3) OR books.id <= 3)
GROUP BY books.id, books.price;"
623,2425,2425,146,0,implementation 0 ImplementTable: 1; implementation 1 ImplementFilter: 1; implementation 3 ImplementProjection: 1; implementation 8 ImplementAggregation: 1; enforcer 0 SortEnforcer: 1,"SELECT t0.id, SUM(t0.id) AS c6358, COUNT(*)
FROM regions AS t0
WHERE t0.id IS NULL
GROUP BY t0.id;"
624,422,422,509,1,transformation 6 InToOrChain: 1; implementation 0 ImplementTable: 1; implementation 1 ImplementFilter: 1; implementation 3 ImplementProjection: 1,"SELECT t0.price, t0.id AS c4296
FROM books AS t0
WHERE (t0.id < 2 OR (t0.id = 81 OR t0.price IN (21, 30)));"
625,3774,5833,242,3,transformation 0 JoinCommutativity: 1; implementation 0 ImplementTable: 2; implementation 1 ImplementFilter: 1; implementation 3 ImplementProjection: 1; implementation 7 ImplementMergeJoin: 1; implementation 8 ImplementAggregation: 1; enforcer 0 SortEnforcer: 3,"SELECT users.age, markets.id
FROM markets RIGHT JOIN users ON markets.id = users.id
WHERE markets.note IS NOT NULL
GROUP BY users.age, markets.id;"
626,112495,647074,307,501,transformation 0 JoinCommutativity: 1; implementation 0 ImplementTable: 2; implementation 3 ImplementProjection: 1; implementation 7 ImplementMergeJoin: 1; enforcer 0 SortEnforcer: 2,"SELECT t1.age
FROM customers AS t0 FULL JOIN users AS t1 ON t0.id = t1.id;"
627,72910,647310,229,9,transformation 0 JoinCommutativity: 1; transformation 6 InToOrChain: 1; transformation 7 FilterToJoinPredicate: 1; transformation 11 OuterJoinToInner: 1; implementation 0 ImplementTable: 2; implementation 3 ImplementProjection: 1; implementation 6 ImplementHashJoin: 1,"SELECT t0.id, t1.age AS c4295, t0.region_id
FROM customers AS t0 LEFT JOIN users AS t1 ON t0.id = t1.id
WHERE ((t1.id IN (4, 8) AND t1.id > 35) OR (t1.id <= 8 AND t0.region_id > 2));"
628,109136,155366,391,500,transformation 0 JoinCommutativity: 1; implementation 0 ImplementTable: 2; implementation 3 ImplementProjection: 1; implementation 7 ImplementMergeJoin: 1; enforcer 0 SortEnforcer: 2,"SELECT markets.region, markets.note, customers.region_id
FROM customers LEFT JOIN markets ON customers.id = markets.id;"
629,1975000,1975000,2290,5000,implementation 0 ImplementTable: 1; implementation 3 ImplementProjection: 1; implementation 8 ImplementAggregation: 1; enforcer 0 SortEnforcer: 1,"SELECT orders.id, orders.customer_id, COUNT(*)
FROM orders
GROUP BY orders.id, orders.customer_id;"
630,1361,1916,176,3,transformation 0 JoinCommutativity: 1; implementation 0 ImplementTable: 2; implementation 3 ImplementProjection: 1; implementation 7 ImplementMergeJoin: 1; enforcer 0 SortEnforcer: 2,"SELECT markets.note AS c3373, markets.region
FROM departments RIGHT JOIN markets ON departments.id = markets.id;"
631,1309320,4003400,1610,10,transformation 0 JoinCommutativity: 1; implementation 0 ImplementTable: 2; implementation 3 ImplementProjection: 1; implementation 7 ImplementMergeJoin: 1; implementation 8 ImplementAggregation: 1; enforcer 0 SortEnforcer: 4,"SELECT t0.id, t1.id
FROM orders AS t0 RIGHT JOIN regions AS t1 ON t0.id = t1.id
GROUP BY t0.id, t1.id
ORDER BY t0.id ASC, t1.id DESC;"
632,9998,13520,356,0,transformation 0 JoinCommutativity: 1; transformation 8 CrossJoinToJoin: 1; implementation 0 ImplementTable: 2; implementation 3 ImplementProjection: 1; implementation 4 ImplementJoin: 1; implementation 8 ImplementAggregation: 1; enforcer 0 SortEnforcer: 2,"SELECT t1.region, t1.note
FROM employees AS t0 CROSS JOIN markets AS t1
WHERE t1.id NOT BETWEEN 1 AND 83
GROUP BY t1.region, t1.note
ORDER BY t1.region DESC, t1.note DESC;"
633,610000,610000,1334,5000,implementation 0 ImplementTable: 1; implementation 3 ImplementProjection: 1,"SELECT orders.id
FROM orders;"
634,1875,1875,156,11,implementation 0 ImplementTable: 1; implementation 1 ImplementFilter: 1; implementation 3 ImplementProjection: 1; enforcer 0 SortEnforcer: 1,"SELECT employees.department_id
FROM employees
WHERE employees.id != 49
ORDER BY employees.department_id DESC;"
635,679260,4002960,999,10,transformation 0 JoinCommutativity: 1; implementation 0 ImplementTable: 2; implementation 3 ImplementProjection: 1; implementation 6 ImplementHashJoin: 1; implementation 8 ImplementAggregation: 1; enforcer 0 SortEnforcer: 1,"SELECT regions.id, SUM(orders.id) AS c5946, COUNT(orders.id)
FROM orders JOIN regions ON orders.id = regions.id
GROUP BY regions.id;"
636,422,422,184,1,implementation 0 ImplementTable: 1; implementation 1 ImplementFilter: 1; implementation 3 ImplementProjection: 1,"SELECT t0.id AS c1836, t0.price
FROM books AS t0
WHERE t0.price > 66;"
637,2083,5583,289,1,transformation 0 JoinCommutativity: 1; transformation 5 FilterPushdownThroughJoin: 2; transformation 6 InToOrChain: 1; transformation 7 FilterToJoinPredicate: 2; implementation 0 ImplementTable: 2; implementation 1 ImplementFilter: 1; implementation 3 ImplementProjection: 1; implementation 4 ImplementJoin: 1; enforcer 0 SortEnforcer: 1,"SELECT departments.id, employees.department_id AS c5334, employees.id
FROM employees JOIN departments ON employees.id = departments.id
WHERE ((departments.id > 3 OR employees.id IN (5)) AND (employees.department_id IS NOT NULL AND employees.id IN (4, 4, 96)))
ORDER BY employees.id ASC, employees.department_id ASC, departments.id ASC;"
638,445582248,445582248,398994,55000,implementation 0 ImplementTable: 3; implementation 3 ImplementProjection: 1; implementation 5 ImplementCrossJoin: 2; implementation 8 ImplementAggregation: 1; enforcer 0 SortEnforcer: 1,"SELECT employees.id, orders.id
FROM employees CROSS JOIN users CROSS JOIN orders
GROUP BY employees.id, orders.id;"
639,7453072,65202822,2907,10,transformation 0 JoinCommutativity: 1; transformation 5 FilterPushdownThroughJoin: 2; transformation 11 OuterJoinToInner: 1; implementation 0 ImplementTable: 3; implementation 1 ImplementFilter: 1; implementation 3 ImplementProjection: 1; implementation 5 ImplementCrossJoin: 1; implementation 6 ImplementHashJoin: 1,"SELECT t0.id, t1.id AS c9098
FROM regions AS t0 CROSS JOIN orders AS t1 LEFT JOIN users AS t2 ON t1.id = t2.id
WHERE t2.age IN (88);"
640,4420,4420,171,8,implementation 0 ImplementTable: 1; implementation 1 ImplementFilter: 1; implementation 3 ImplementProjection: 1; implementation 8 ImplementAggregation: 1; enforcer 0 SortEnforcer: 2,"SELECT t0.age, SUM(t0.age) AS c7571
FROM users AS t0
WHERE t0.id < 13
GROUP BY t0.age
ORDER BY t0.age ASC;"
641,1734,1734,444,9,implementation 0 ImplementTable: 2; implementation 3 ImplementProjection: 1; implementation 5 ImplementCrossJoin: 1,"SELECT t1.region, t0.id, t0.price
FROM books AS t0 CROSS JOIN markets AS t1;"
